Exercise,Category,Type,Goal,Sets/Duration,Reps
Holman Fast Feet with Hands Up,Quadriceps,gym,general fitness,3,12
Holman Hands-Elevated Alternating Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Right Split Lunge,Quadriceps,gym,general fitness,3,12
Holman Left Split Lunge,Quadriceps,gym,general fitness,3,12
Holman Plyometric Jump,Quadriceps,gym,general fitness,3,12
Holman Quad Touch Jump,Quadriceps,gym,general fitness,3,12
Holman Skate,Quadriceps,gym,general fitness,3,12
Holman Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Flying Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman 90-Degree Jump,Quadriceps,gym,general fitness,3,12
Holman Half Jack to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Quick Feet to Quad Touch Jump,Quadriceps,gym,general fitness,3,12
Holman Squat Thrust to Push-Up to Super Woman,Quadriceps,gym,general fitness,3,12
Holman Plyometric Jump to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Standing Heel Click to Hands Down Heel Click,Quadriceps,gym,general fitness,3,12
Holman Burpee to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Traveling Low Jack to Belly Touch,Quadriceps,gym,general fitness,3,12
Holman Flying Squat Thrust to Shoulder Tap,Quadriceps,gym,general fitness,3,12
Holman Squat Jump to Alternating Side Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Low Squat with Low Diagonal Dumbbell Punch,Quadriceps,gym,general fitness,3,12
Holman Right Leg Hop to Right Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Left Leg Hop to Left Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Burpee to Open Stance,Quadriceps,gym,general fitness,3,12
Holman Diagonal Squat Thrust to Renegade Forward Punch,Quadriceps,gym,general fitness,3,12
Holman Bear Crawl,Quadriceps,gym,general fitness,3,12
Holman Bear Crawl to Donkey Kick,Quadriceps,gym,general fitness,3,12
Holman Bear Crawl to Froggy Push-Up,Quadriceps,gym,general fitness,3,12
Holman Bear Crawl to Shoulder Tap,Quadriceps,gym,general fitness,3,12
Holman Burpee to Tuck Jump,Quadriceps,gym,general fitness,3,12
Holman Burpee to Flying Squat Thrust to Tuck Jump,Quadriceps,gym,general fitness,3,12
Holman Forward Lunge to Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Renegade Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Squat Jump to Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Prisoner Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Wide-to-Narrow Squat Jump,Quadriceps,gym,general fitness,3,12
Holman Donkey Run,Quadriceps,gym,general fitness,3,12
Holman Weighted Wide-to-Narrow Squat Jump,Quadriceps,gym,general fitness,3,12
Holman Wide-to-Narrow Donkey Kick,Quadriceps,gym,general fitness,3,12
Holman Mule Kick,Quadriceps,gym,general fitness,3,12
Holman Goal Post to Squat,Quadriceps,gym,general fitness,3,12
Holman Frogger Squat to Heel Click,Quadriceps,gym,general fitness,3,12
Holman Stair Sprint,Quadriceps,gym,general fitness,3,12
Holman Stair Bear Crawl,Quadriceps,gym,general fitness,3,12
Holman Burpee to Flying Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Flying Squat Thrust to Push-Up,Quadriceps,gym,general fitness,3,12
Holman Foot-Elevated Step-To-Lunge,Quadriceps,gym,general fitness,3,12
Holman Split Lunge,Quadriceps,gym,general fitness,3,12
Holman Stair Climb,Quadriceps,gym,general fitness,3,12
Holman Burpee to Flying Jack,Quadriceps,gym,general fitness,3,12
Holman Right Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Left Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Squat Tap to Hop,Quadriceps,gym,general fitness,3,12
Holman Squat Tap to Jump-Forward-Jump-Back,Quadriceps,gym,general fitness,3,12
Holman Squat Hip Drive,Quadriceps,gym,general fitness,3,12
Holman Alternating Double Lunge Hop,Quadriceps,gym,general fitness,3,12
Holman Right Reverse Lunge to Front Kick,Quadriceps,gym,general fitness,3,12
Holman Right Leg Forward Lunge Hop,Quadriceps,gym,general fitness,3,12
Holman Right Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Left Reverse Lunge to Front Kick,Quadriceps,gym,general fitness,3,12
Holman Left Leg Forward Lunge Hop,Quadriceps,gym,general fitness,3,12
Holman Left Side Diagonal Burpee,Quadriceps,gym,general fitness,3,12
Holman Left Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Wide Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Right Lunge Hop to Chest Press,Quadriceps,gym,general fitness,3,12
Holman Left Lunge Hop to Overhead Press,Quadriceps,gym,general fitness,3,12
Holman 180 Jump Hop Forward Hop Back,Quadriceps,gym,general fitness,3,12
Holman Right Split Squat,Quadriceps,gym,general fitness,3,12
Holman Left Split Squat,Quadriceps,gym,general fitness,3,12
Holman Double Squat Pulse to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Towel Left Side Squat,Quadriceps,gym,general fitness,3,12
Holman Alternating Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Lunge Jump to Squat Jump,Quadriceps,gym,general fitness,3,12
Holman Burpee with Belly Touch,Quadriceps,gym,general fitness,3,12
Bootstrapper squat,Quadriceps,gym,general fitness,3,12
Total Fitness Broad Jump,Quadriceps,gym,general fitness,3,12
Total Fitness Lateral Lunge,Quadriceps,gym,general fitness,3,12
Lateral shuffle,Quadriceps,gym,general fitness,3,12
Total Fitness Skip,Quadriceps,gym,general fitness,3,12
Total Fitness Spider Lunge,Quadriceps,gym,general fitness,3,12
Spider lunge stretch,Quadriceps,gym,general fitness,3,12
Spider lunge with T-rotation,Quadriceps,gym,general fitness,3,12
Standing quad stretch,Quadriceps,gym,general fitness,3,12
Vertical jump,Quadriceps,gym,general fitness,3,12
King Maker Burpee,Quadriceps,gym,general fitness,3,12
King Maker Explosive High Jump,Quadriceps,gym,general fitness,3,12
Muscle Beach Skip,Quadriceps,gym,general fitness,3,12
Muscle Beach Broad Jump,Quadriceps,gym,general fitness,3,12
Muscle Beach Sprint,Quadriceps,gym,general fitness,3,12
Muscle Beach Front Kick,Quadriceps,gym,general fitness,3,12
Muscle Beach Side Kick,Quadriceps,gym,general fitness,3,12
Muscle Beach Spin Kick,Quadriceps,gym,general fitness,3,12
Muscle Beach Freestyle Kick,Quadriceps,gym,general fitness,3,12
MetaBurn Alternating Curtsy Lunge To Squat,Quadriceps,gym,general fitness,3,12
MetaBurn Alternating Curtsy Lunge With High Knee,Quadriceps,gym,general fitness,3,12
MetaBurn Alternating Diagonal Sprawl,Quadriceps,gym,general fitness,3,12
MetaBurn Alternating Lateral Sprawl,Quadriceps,gym,general fitness,3,12
MetaBurn Curtsy Lunge,Quadriceps,gym,general fitness,3,12
MetaBurn Frogger,Quadriceps,gym,general fitness,3,12
MetaBurn High Knee Rotation,Quadriceps,gym,general fitness,3,12
MetaBurn Side-To-Side Lunge,Quadriceps,gym,general fitness,3,12
MetaBurn Star Jump,Quadriceps,gym,general fitness,3,12
MetaBurn Tuck Jump With Knee Slap,Quadriceps,gym,general fitness,3,12
MetaBurn Lateral Bounding Hop,Quadriceps,gym,general fitness,3,12
MetaBurn Double Lunge,Quadriceps,gym,general fitness,3,12
Robertson Sprinter Step-Up,Quadriceps,gym,general fitness,3,12
FYR2 Front Kick-Through,Quadriceps,gym,general fitness,3,12
Lunge high-knee clap,Quadriceps,gym,general fitness,3,12
FYR2 Plyo Split Squat,Quadriceps,gym,general fitness,3,12
FYR2 Reverse Burpee,Quadriceps,gym,general fitness,3,12
FYR2 Reverse Burpee to Regular Burpee,Quadriceps,gym,general fitness,3,12
FYR2 Reverse Burpee Tuck Jump,Quadriceps,gym,general fitness,3,12
FYR2 Sprawlee,Quadriceps,gym,general fitness,3,12
FYR2 Squat Hold,Quadriceps,gym,general fitness,3,12
FYR2 Squat Jump,Quadriceps,gym,general fitness,3,12
FYR2 Squat Pulse,Quadriceps,gym,general fitness,3,12
Sprinter burpee,Quadriceps,gym,general fitness,3,12
Shuttle run training,Quadriceps,gym,general fitness,3,12
Medicine ball ninja,Quadriceps,gym,general fitness,3,12
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Quadriceps,gym,general fitness,3,12
Medicine ball cowboy squat,Quadriceps,gym,general fitness,3,12
Medicine ball jumping jill,Quadriceps,gym,general fitness,3,12
Alternate Leg Diagonal Bound,Quadriceps,gym,general fitness,3,12
Sit Squats,Quadriceps,gym,general fitness,3,12
Frog Hops,Quadriceps,gym,general fitness,3,12
Dumbbell lateral hop to sprint,Quadriceps,gym,general fitness,3,12
Smith machine lunge sprint,Quadriceps,gym,general fitness,3,12
Sissy squat,Quadriceps,gym,general fitness,3,12
Wall ball toss,Quadriceps,gym,general fitness,3,12
Bosu Ball Squat,Quadriceps,gym,general fitness,3,12
Exercise ball Bulgarian split squat,Quadriceps,gym,general fitness,3,12
Internal Rotation with Band,Shoulders,home,general fitness,3,12
Band Pull Apart,Shoulders,home,general fitness,3,12
Back Flyes - With Bands,Shoulders,home,general fitness,3,12
Lateral Raise - With Bands,Shoulders,home,general fitness,3,12
Shoulder Press - With Bands,Shoulders,home,general fitness,3,12
External Rotation with Band,Shoulders,home,general fitness,3,12
FYR Band Pull-Apart,Shoulders,home,general fitness,3,12
HM Lateral Raise,Shoulders,home,general fitness,3,12
Rusin Banded Over-And-Back,Shoulders,home,general fitness,3,12
Rusin Banded Face Pull,Shoulders,home,general fitness,3,12
UP Band Pull-Apart,Shoulders,home,general fitness,3,12
Jordan Shallow Band-Resisted Thread the Needle,Shoulders,home,general fitness,3,12
30 Shoulders Seated Banded Barbell Shoulder Press,Shoulders,home,general fitness,3,12
Band shoulder press,Shoulders,home,general fitness,3,12
Band lateral raise,Shoulders,home,general fitness,3,12
Band upright row,Shoulders,home,general fitness,3,12
Staggered-stance band shoulder press,Shoulders,home,general fitness,3,12
Single-arm banded landmine press,Shoulders,home,general fitness,3,12
Band front raise rear fly row combo,Shoulders,home,general fitness,3,12
Jordan Shallow Foam Roller Thoracic Extension,Shoulders,gym,general fitness,3,12
Jordan Shallow Thread the Needle (with Foam Roller),Shoulders,gym,general fitness,3,12
Clean and press,Shoulders,gym,general fitness,3,12
Clean and jerk,Shoulders,gym,general fitness,3,12
Military press,Shoulders,gym,general fitness,3,12
Seated barbell shoulder press,Shoulders,gym,general fitness,3,12
Snatch-Grip Behind-The-Neck Overhead Press,Shoulders,gym,general fitness,3,12
Standing Bradford press,Shoulders,gym,general fitness,3,12
Barbell Shoulder Press,Shoulders,gym,general fitness,3,12
Barbell rear delt bent-over row,Shoulders,gym,general fitness,3,12
Barbell upright row,Shoulders,gym,general fitness,3,12
Bradford/Rocky Presses,Shoulders,gym,general fitness,3,12
Lying rear delt fly,Shoulders,gym,general fitness,3,12
Machine Shoulder (Military) Press,Shoulders,gym,general fitness,3,12
Standing Barbell Press Behind Neck,Shoulders,gym,general fitness,3,12
Barbell front raise,Shoulders,gym,general fitness,3,12
Overhead bar front raise,Shoulders,gym,general fitness,3,12
Incline barbell shoulder protraction,Shoulders,gym,general fitness,3,12
Behind-the-head push-press,Shoulders,gym,general fitness,3,12
Rack Delivery,Shoulders,gym,general fitness,3,12
Smith Incline Shoulder Raise,Shoulders,gym,general fitness,3,12
Tall Muscle Snatch,Shoulders,gym,general fitness,3,12
Axle Clean And Press,Shoulders,gym,general fitness,3,12
Jerk Balance,Shoulders,gym,general fitness,3,12
Seated EZ-bar shrug,Shoulders,gym,general fitness,3,12
Paul Carter Barbell Seated Military Press,Shoulders,gym,general fitness,3,12
TBS Barbell Military Press,Shoulders,gym,general fitness,3,12
Incline Front Barbell Raise - Gethin Variation,Shoulders,gym,general fitness,3,12
Barbell Front Raise - Gethin Variation,Shoulders,gym,general fitness,3,12
Single-arm barbell lateral raise,Shoulders,gym,general fitness,3,12
AM Upright Row,Shoulders,gym,general fitness,3,12
AM Barbell Shoulder Press,Shoulders,gym,general fitness,3,12
Standing barbell shoulder press,Shoulders,gym,general fitness,3,12
King Maker Barbell Thruster,Shoulders,gym,general fitness,3,12
Single-arm incline cable cross-over,Shoulders,gym,general fitness,3,12
Barbell bear complex,Shoulders,gym,general fitness,3,12
30 Shoulders Barbell Shrug,Shoulders,gym,general fitness,3,12
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Shoulders,gym,general fitness,3,12
30 Shoulders Seated Dumbbell Shoulder Press,Shoulders,gym,general fitness,3,12
30 Shoulders Standing Behind-The-Head Shoulder Press,Shoulders,gym,general fitness,3,12
30 Shoulders Standing Barbell Press,Shoulders,gym,general fitness,3,12
FYR2 Wide Overhead Press,Shoulders,gym,general fitness,3,12
Single-arm kettlebell push-press,Shoulders,gym,general fitness,3,12
Two-Arm Kettlebell Military Press,Shoulders,gym,general fitness,3,12
Alternating Kettlebell Press,Shoulders,gym,general fitness,3,12
Single-arm kettlebell snatch,Shoulders,gym,general fitness,3,12
Single-arm kettlebell clean and jerk,Shoulders,gym,general fitness,3,12
Kettlebell pirate ship,Shoulders,gym,general fitness,3,12
Two-Arm Kettlebell Clean,Shoulders,gym,general fitness,3,12
Double Kettlebell Push Press,Shoulders,gym,general fitness,3,12
Kettlebell Seated Press,Shoulders,gym,general fitness,3,12
Double Kettlebell Jerk,Shoulders,gym,general fitness,3,12
Kettlebell Arnold Press,Shoulders,gym,general fitness,3,12
Double-kettlebell windmill,Shoulders,gym,general fitness,3,12
One-Arm Kettlebell Split Snatch,Shoulders,gym,general fitness,3,12
One-Arm Kettlebell Para Press,Shoulders,gym,general fitness,3,12
One-Arm Kettlebell Split Jerk,Shoulders,gym,general fitness,3,12
One-Arm Kettlebell Military Press To The Side,Shoulders,gym,general fitness,3,12
One-Arm Kettlebell Jerk,Shoulders,gym,general fitness,3,12
Double Kettlebell Snatch,Shoulders,gym,general fitness,3,12
Two-Arm Kettlebell Jerk,Shoulders,gym,general fitness,3,12
FYR Kettlebell Power Clean,Shoulders,gym,general fitness,3,12
Kettlebell upright row,Shoulders,gym,general fitness,3,12
Kettlebell upright row and press,Shoulders,gym,general fitness,3,12
Single-arm kettlebell thruster,Shoulders,gym,general fitness,3,12
Double-kettlebell shoulder press,Shoulders,gym,general fitness,3,12
Double-kettlebell push-press,Shoulders,gym,general fitness,3,12
HM Kettlebell Windmill,Shoulders,gym,general fitness,3,12
HM Kettlebell Z-Press,Shoulders,gym,general fitness,3,12
Taylor Half-Kneeling Kettlebell Halo,Shoulders,gym,general fitness,3,12
Taylor Towel Kettlebell Farmer's Walk,Shoulders,gym,general fitness,3,12
FYR2 Double-Kettlebell Alternating Press,Shoulders,gym,general fitness,3,12
FYR2 Double-Kettlebell Thruster,Shoulders,gym,general fitness,3,12
FYR2 Half-Kneeling Kettlebell Clean,Shoulders,gym,general fitness,3,12
FYR2 Kettlebell Clean and Press,Shoulders,gym,general fitness,3,12
FYR2 Kettlebell High Pull to Overhead Press,Shoulders,gym,general fitness,3,12
FYR2 Kettlebell Swing Clean and Press,Shoulders,gym,general fitness,3,12
FYR2 Single-Arm Kettlebell Press,Shoulders,gym,general fitness,3,12
FYR2 Ascending-Rep High-Pull-Press Complex,Shoulders,gym,general fitness,3,12
Dumbbell front raise to lateral raise,Shoulders,home,general fitness,3,12
Single-arm palm-in dumbbell shoulder press,Shoulders,home,general fitness,3,12
Standing palms-in shoulder press,Shoulders,home,general fitness,3,12
Seated Dumbbell Press,Shoulders,home,general fitness,3,12
Standing dumbbell shoulder press,Shoulders,home,general fitness,3,12
Single-arm lateral raise,Shoulders,home,general fitness,3,12
Power Partials,Shoulders,home,general fitness,3,12
Incline dumbbell reverse fly,Shoulders,home,general fitness,3,12
Overhead dumbbell front raise,Shoulders,home,general fitness,3,12
Seated dumbbell shoulder press,Shoulders,home,general fitness,3,12
Alternating standing shoulder press,Shoulders,home,general fitness,3,12
Single-arm incline rear delt raise,Shoulders,home,general fitness,3,12
Alternating dumbbell front raise,Shoulders,home,general fitness,3,12
Alternating Deltoid Raise,Shoulders,home,general fitness,3,12
Single-dumbbell front raise,Shoulders,home,general fitness,3,12
Arnold press,Shoulders,home,general fitness,3,12
Single-arm standing shoulder press,Shoulders,home,general fitness,3,12
Dumbbell front raise,Shoulders,home,general fitness,3,12
Bent-over dumbbell rear delt row,Shoulders,home,general fitness,3,12
Incline dumbbell front raise,Shoulders,home,general fitness,3,12
Side Lateral Raise,Shoulders,home,general fitness,3,12
Dumbbell external shoulder rotation,Shoulders,home,general fitness,3,12
Single-arm incline lateral raise,Shoulders,home,general fitness,3,12
Seated rear delt fly,Shoulders,home,general fitness,3,12
Dumbbell Raise,Shoulders,home,general fitness,3,12
Seated Side Lateral Raise,Shoulders,home,general fitness,3,12
Dumbbell Lying Rear Lateral Raise,Shoulders,home,general fitness,3,12
Head-on-bench dumbbell rear delt raise,Shoulders,home,general fitness,3,12
Cuban press,Shoulders,home,general fitness,3,12
Reverse Flyes With External Rotation,Shoulders,home,general fitness,3,12
Single-arm side lying rear fly,Shoulders,home,general fitness,3,12
Single-arm dumbbell upright row,Shoulders,home,general fitness,3,12
Dumbbell Scaption,Shoulders,home,general fitness,3,12
See-Saw Press (Alternating Side Press),Shoulders,home,general fitness,3,12
Dumbbell Incline Shoulder Raise,Shoulders,home,general fitness,3,12
Single-arm half-kneeling shoulder press,Shoulders,home,general fitness,3,12
Dumbbell Clean And Jerk,Shoulders,home,general fitness,3,12
Dumbbell shoulder press with body rotation,Shoulders,home,general fitness,3,12
Dumbbell Fix Dumbbell Military Press,Shoulders,home,general fitness,3,12
Dumbbell Fix Standing Dumbbell Arnold Press,Shoulders,home,general fitness,3,12
Dumbbell Fix Dumbbell Single-Arm Snatch,Shoulders,home,general fitness,3,12
Paul Carter Rear-Delt Fly,Shoulders,home,general fitness,3,12
FYR Dumbbell Shoulder Press,Shoulders,home,general fitness,3,12
FYR Single-Arm Dumbbell Press,Shoulders,home,general fitness,3,12
FYR Dumbbell Tempo L-Raise,Shoulders,home,general fitness,3,12
Dumbbell seesaw shoulder press,Shoulders,home,general fitness,3,12
FYR Dumbbell front raise to lateral raise,Shoulders,home,general fitness,3,12
FYR Dumbbell Arnold Press,Shoulders,home,general fitness,3,12
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Shoulders,home,general fitness,3,12
FYR Dumbbell Thruster,Shoulders,home,general fitness,3,12
Dumbbell hang snatch,Shoulders,home,general fitness,3,12
Surfer sprawl,Shoulders,home,general fitness,3,12
Dumbbell clean and press,Shoulders,home,general fitness,3,12
Standing One-Arm Shoulder Press - Gethin Variation,Shoulders,home,general fitness,3,12
Incline Front Dumbbell Raise - Gethin Variation,Shoulders,home,general fitness,3,12
Dumbbell lateral raise,Shoulders,home,general fitness,3,12
Incline Rear-Delt Fly - Gethin Variation,Shoulders,home,general fitness,3,12
Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,home,general fitness,3,12
Dumbbell front raise and press,Shoulders,home,general fitness,3,12
Rotator cuff warm-up,Shoulders,home,general fitness,3,12
Seated Lateral Raise - Gethin Variation,Shoulders,home,general fitness,3,12
Single-arm dumbbell arc row,Shoulders,home,general fitness,3,12
Incline Rear Delt Raises - Gethin Variation,Shoulders,home,general fitness,3,12
Incline Dumbbell Y Raise,Shoulders,home,general fitness,3,12
HM Bent-Over Rear-Delt Fly,Shoulders,home,general fitness,3,12
HM Dumbbell Shoulder Press,Shoulders,home,general fitness,3,12
HM Single-Leg Overhead Dumbbell Press,Shoulders,home,general fitness,3,12
6 Way Shoulder Raise,Shoulders,home,general fitness,3,12
Seated dumbbell lateral raise,Shoulders,home,general fitness,3,12
AM Dumbbell Shoulder Press,Shoulders,home,general fitness,3,12
AM Dumbbell Side Raise,Shoulders,home,general fitness,3,12
AM Front Raise,Shoulders,home,general fitness,3,12
UP Dumbbell Lateral Raise,Shoulders,home,general fitness,3,12
UP Seated Dumbbell Overhead Press,Shoulders,home,general fitness,3,12
AA Incline Bench Dumbbell Reverse Fly,Shoulders,home,general fitness,3,12
CM Forward Shoulder Press,Shoulders,home,general fitness,3,12
Dumbbell Halo,Shoulders,home,general fitness,3,12
Standing Dumbbell Scap Raise,Shoulders,home,general fitness,3,12
Holman Overhead Press,Shoulders,home,general fitness,3,12
Holman Slow Weighted Half Jack to Overhead Press,Shoulders,home,general fitness,3,12
Holman Slow Arnold Press,Shoulders,home,general fitness,3,12
Holman Boat Arnold Press with Feet Push-Out,Shoulders,home,general fitness,3,12
Holman Dumbbell Hip Drive to Overhead Press,Shoulders,home,general fitness,3,12
Holman Squat Thrust to Alternating Renegade Triceps Press,Shoulders,home,general fitness,3,12
Holman Cheer Press,Shoulders,home,general fitness,3,12
Holman Left Arm Press with Right Arm Hold,Shoulders,home,general fitness,3,12
Holman Right Arm Press with Left Arm Hold,Shoulders,home,general fitness,3,12
Holman Left Front Raise with Right Hold,Shoulders,home,general fitness,3,12
Holman Right Front Raise with Left Hold,Shoulders,home,general fitness,3,12
Holman Alternating Front Raise to Side Raise,Shoulders,home,general fitness,3,12
Holman Heavy Right Arm Overhead Press,Shoulders,home,general fitness,3,12
Holman Heavy Left Arm Overhead Press,Shoulders,home,general fitness,3,12
Holman Right Arm Heavy Overhead Press,Shoulders,home,general fitness,3,12
Holman Right Diagonal Lunge to Overhead Press,Shoulders,home,general fitness,3,12
Holman Left Arm Heavy Overhead Press,Shoulders,home,general fitness,3,12
Holman Weighted Palms-In Overhead Press,Shoulders,home,general fitness,3,12
Dumbbell racked carry,Shoulders,home,general fitness,3,12
Dumbbell clean and push-press,Shoulders,home,general fitness,3,12
Total Fitness Dumbbell Farmer's Carry,Shoulders,home,general fitness,3,12
Single-arm dumbbell racked carry,Shoulders,home,general fitness,3,12
Jordan Shallow Dumbbell Pull-Over,Shoulders,home,general fitness,3,12
King Maker Dumbbell Lateral Raise,Shoulders,home,general fitness,3,12
Dumbbell shadow boxing,Shoulders,home,general fitness,3,12
King Maker Dumbbell Farmer's Carry,Shoulders,home,general fitness,3,12
King Maker Dumbbell Shrug,Shoulders,home,general fitness,3,12
30 Shoulders Alternating Dumbbell Front Raise,Shoulders,home,general fitness,3,12
30 Shoulders Bent-Over Dumbbell Reverse Fly,Shoulders,home,general fitness,3,12
30 Shoulders Dumbbell Front Raise,Shoulders,home,general fitness,3,12
30 Shoulders Dumbbell Lateral Raise,Shoulders,home,general fitness,3,12
30 Shoulders Dumbbell Shrug,Shoulders,home,general fitness,3,12
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Shoulders,home,general fitness,3,12
30 Shoulders Seated Dumbbell Front Raise,Shoulders,home,general fitness,3,12
30 Shoulders Seated Dumbbell Side Raise,Shoulders,home,general fitness,3,12
30 Shoulders Neutral-Grip Arnold Press,Shoulders,home,general fitness,3,12
30 Shoulders Standing Dumbbell Upright Row,Shoulders,home,general fitness,3,12
MetaBurn 3-Way Shoulder Raise,Shoulders,home,general fitness,3,12
MetaBurn Dumbbell Overhead Press,Shoulders,home,general fitness,3,12
MetaBurn Single-Leg Arnold Press,Shoulders,home,general fitness,3,12
RG Forward-Leaning Dumbbell Upright Row,Shoulders,home,general fitness,3,12
RG Alternating Seated Dumbbell Lateral Raise,Shoulders,home,general fitness,3,12
RG Seated Dumbbell Shoulder Press,Shoulders,home,general fitness,3,12
FYR2 Dumbbell Clean and Jerk,Shoulders,home,general fitness,3,12
FYR2 Dumbbell Cross-Body Front Raise,Shoulders,home,general fitness,3,12
FYR2 Dumbbell Front Raise,Shoulders,home,general fitness,3,12
FYR2 Dumbbell Lateral Raise,Shoulders,home,general fitness,3,12
FYR2 Lateral Raise Hold,Shoulders,home,general fitness,3,12
FYR2 Seesaw Dumbbell Military Press,Shoulders,home,general fitness,3,12
FYR2 Single-Dumbbell Halo,Shoulders,home,general fitness,3,12
FYR2 Single-Dumbbell Overhead Press,Shoulders,home,general fitness,3,12
Car driver,Shoulders,gym,general fitness,3,12
Arnold press,Shoulders,home,general fitness,3,12
Front Plate Raise,Shoulders,gym,general fitness,3,12
Battle ropes,Shoulders,gym,general fitness,3,12
Seated rear delt fly,Shoulders,home,general fitness,3,12
Circus Bell,Shoulders,gym,general fitness,3,12
Landmine Linear Jammer,Shoulders,gym,general fitness,3,12
Crucifix,Shoulders,gym,general fitness,3,12
Bar shoulder extension stretch,Shoulders,gym,general fitness,3,12
Chair Upper Body Stretch,Shoulders,gym,general fitness,3,12
Sled Reverse Flye,Shoulders,gym,general fitness,3,12
Plate shoulder circle big to small,Shoulders,gym,general fitness,3,12
Sled Overhead Backward Walk,Shoulders,gym,general fitness,3,12
Log Lift,Shoulders,gym,general fitness,3,12
Standing suspended rear delt fly,Shoulders,gym,general fitness,3,12
Waiter's carry,Shoulders,gym,general fitness,3,12
Towel dumbbell front raise,Shoulders,gym,general fitness,3,12
Reach-roll-lift combo,Shoulders,gym,general fitness,3,12
Upright Row - Gethin Variation,Shoulders,gym,general fitness,3,12
Squat Press Shoulder Press - Gethin Variation,Shoulders,gym,general fitness,3,12
Plate lateral raise,Shoulders,gym,general fitness,3,12
Standing Military Press - Gethin Variation,Shoulders,gym,general fitness,3,12
Bent-over plate rear delt raise,Shoulders,gym,general fitness,3,12
Single-arm landmine press,Shoulders,gym,general fitness,3,12
Plate front raise,Shoulders,gym,general fitness,3,12
Holman Slow Overhead Press,Shoulders,gym,general fitness,3,12
30 Shoulders Plate Front Raise,Shoulders,gym,general fitness,3,12
Single-arm landmine push-press,Shoulders,gym,general fitness,3,12
Single-arm cable front raise,Shoulders,gym,general fitness,3,12
Cable Internal Rotation,Shoulders,gym,general fitness,3,12
Seated face pull,Shoulders,gym,general fitness,3,12
Single-arm bent-over cable rear delt fly,Shoulders,gym,general fitness,3,12
Seated cable shoulder press,Shoulders,gym,general fitness,3,12
Standing face pull,Shoulders,gym,general fitness,3,12
Standing cable rear delt row,Shoulders,gym,general fitness,3,12
Standing Low-Pulley Deltoid Raise,Shoulders,gym,general fitness,3,12
Standing crossed-cable rear delt fly,Shoulders,gym,general fitness,3,12
Cable Shoulder Press,Shoulders,gym,general fitness,3,12
Alternating Cable Shoulder Press,Shoulders,gym,general fitness,3,12
Cable Seated Lateral Raise,Shoulders,gym,general fitness,3,12
Single-arm lying cable front raise,Shoulders,gym,general fitness,3,12
Lying cable front raise,Shoulders,gym,general fitness,3,12
Cable Rear Delt Fly - Gethin Variation,Shoulders,gym,general fitness,3,12
One-Arm Cable Side Raise - Gethin Variation,Shoulders,gym,general fitness,3,12
Rope Face Pull - Gethin Variation,Shoulders,gym,general fitness,3,12
Lying cable lateral raise,Shoulders,gym,general fitness,3,12
Cable seated row,Shoulders,gym,general fitness,3,12
Single-arm cable lateral raise,Shoulders,gym,general fitness,3,12
UP Cable Face Pull,Shoulders,gym,general fitness,3,12
AA Cable Leaning Side Raise,Shoulders,gym,general fitness,3,12
30 Shoulders Bent-Over Low Cable Reverse Fly,Shoulders,gym,general fitness,3,12
30 Shoulders Cable Rope Face Pull,Shoulders,gym,general fitness,3,12
30 Shoulders Cable Straight-Bar Front Raise,Shoulders,gym,general fitness,3,12
30 Shoulders Cable Straight-Bar Upright Row,Shoulders,gym,general fitness,3,12
30 Shoulders High Cable Reverse Fly,Shoulders,gym,general fitness,3,12
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Shoulders,gym,general fitness,3,12
30 Shoulders Single-Arm Cable Front Raise,Shoulders,gym,general fitness,3,12
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Shoulders,gym,general fitness,3,12
RG 3-Way Single-Arm Rear Delt Cable Fly,Shoulders,gym,general fitness,3,12
